Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2008","2008","%","58.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2009","2009","%","60.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2010","2010","%","62.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2011","2011","%","64.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2012","2012","%","66.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2013","2013","%","68.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2014","2014","%","70.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2015","2015","%","70.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2016","2016","%","70.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2017","2017","%","70.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2018","2018","%","70.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2019","2019","%","70.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2020","2020","%","70.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","86.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","86.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","87.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","88.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","89.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","90","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","90.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","90.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","91.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","91.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","92.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","92.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","93.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","93.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","94.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","94.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","94.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","008","Albania","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","95.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2000","2000","%","70.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2001","2001","%","70.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2002","2002","%","71.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2003","2003","%","71.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2004","2004","%","72.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2005","2005","%","72.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2006","2006","%","73.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2007","2007","%","73.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2008","2008","%","74.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2009","2009","%","74.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2010","2010","%","75.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2011","2011","%","75.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2012","2012","%","75.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2013","2013","%","76.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2014","2014","%","76","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2015","2015","%","75.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2016","2016","%","75.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2017","2017","%","74.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2018","2018","%","73.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2019","2019","%","73.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2020","2020","%","72.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","89.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","90.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","90.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","90.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","90.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","91.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","91.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","91.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","91.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","92.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","92.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","92.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","92.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","93.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","93.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","93.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","93.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","94","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","94.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","012","Algeria","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","94.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2000","2000","%","77.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2001","2001","%","79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2002","2002","%","80.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2003","2003","%","81.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2004","2004","%","82.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2005","2005","%","83.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2006","2006","%","85.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2007","2007","%","86.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2008","2008","%","87.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2009","2009","%","88.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2010","2010","%","89.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2011","2011","%","91.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2012","2012","%","92.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2013","2013","%","93.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2014","2014","%","94.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2015","2015","%","96.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2016","2016","%","97.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2017","2017","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2018","2018","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2019","2019","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2020","2020","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","98.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","98.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2000","2000","%","90.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2001","2001","%","90.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2002","2002","%","90.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2003","2003","%","90.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2004","2004","%","90.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2005","2005","%","90.6","X","Figure from international organizations",""
